#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pcitr_chr4:281252-283513       -            754 14514at71240         -            689         0 1161.3  32.6   1   2  1.5e-128  2.8e-127  424.9   8.1     1   245     5   263     5   274 0.94 -
Pcitr_chr4:281252-283513       -            754 14514at71240         -            689         0 1161.3  32.6   2   2  1.1e-224    2e-223  742.7  16.5   237   689   276   754   268   754 0.96 -
Pcitr_chr6:17140567-17142555   -            663 14514at71240         -            689  1.1e-216  720.5  30.5   1   6   1.7e-14   3.3e-13   47.9   0.1   454   545    31   123    26   126 0.93 -
Pcitr_chr6:17140567-17142555   -            663 14514at71240         -            689  1.1e-216  720.5  30.5   2   6   1.1e-47     2e-46  157.7   0.8   377   546   126   299   122   302 0.96 -
Pcitr_chr6:17140567-17142555   -            663 14514at71240         -            689  1.1e-216  720.5  30.5   3   6   5.5e-39     1e-37  128.9   0.2   413   545   197   333   194   336 0.96 -
Pcitr_chr6:17140567-17142555   -            663 14514at71240         -            689  1.1e-216  720.5  30.5   4   6     1e-39     2e-38  131.3   0.5   413   545   302   438   299   441 0.95 -
Pcitr_chr6:17140567-17142555   -            663 14514at71240         -            689  1.1e-216  720.5  30.5   5   6     3e-48   5.6e-47  159.5   1.0   378   546   337   509   335   512 0.96 -
Pcitr_chr6:17140567-17142555   -            663 14514at71240         -            689  1.1e-216  720.5  30.5   6   6   8.7e-47   1.6e-45  154.7   1.0   372   528   506   663   506   663 0.98 -
Pcitr_chr9:30387177-30389327   -            717 14514at71240         -            689  1.3e-216  720.2  42.7   1   6   6.2e-12   1.2e-10   39.5   0.9    85   170    27   112    19   115 0.95 -
Pcitr_chr9:30387177-30389327   -            717 14514at71240         -            689  1.3e-216  720.2  42.7   2   6   5.2e-46   9.8e-45  152.1   0.9   369   546   107   288   105   291 0.95 -
Pcitr_chr9:30387177-30389327   -            717 14514at71240         -            689  1.3e-216  720.2  42.7   3   6   2.3e-53   4.4e-52  176.4   2.0   346   552   186   399   183   400 0.95 -
Pcitr_chr9:30387177-30389327   -            717 14514at71240         -            689  1.3e-216  720.2  42.7   4   6   3.4e-43   6.5e-42  142.8   1.2   372   546   285   463   285   466 0.96 -
Pcitr_chr9:30387177-30389327   -            717 14514at71240         -            689  1.3e-216  720.2  42.7   5   6   3.1e-44   5.9e-43  146.2   1.5   373   544   461   636   460   638 0.95 -
Pcitr_chr9:30387177-30389327   -            717 14514at71240         -            689  1.3e-216  720.2  42.7   6   6     1e-39   1.9e-38  131.3   1.3   379   546   537   708   537   717 0.96 -
Pcitr_chr11:1051273-1053918    -            882 14514at71240         -            689  1.5e-207  690.3  36.6   1   5   5.1e-43   9.6e-42  142.2   0.2   365   545     4   187     1   190 0.94 -
Pcitr_chr11:1051273-1053918    -            882 14514at71240         -            689  1.5e-207  690.3  36.6   2   5   1.2e-50   2.2e-49  167.4   2.9   370   548   183   365   181   366 0.96 -
Pcitr_chr11:1051273-1053918    -            882 14514at71240         -            689  1.5e-207  690.3  36.6   3   5     4e-56   7.5e-55  185.5   3.6   317   545   371   607   371   609 0.96 -
Pcitr_chr11:1051273-1053918    -            882 14514at71240         -            689  1.5e-207  690.3  36.6   4   5   2.5e-26   4.7e-25   87.1   0.1   441   546   607   713   605   719 0.95 -
Pcitr_chr11:1051273-1053918    -            882 14514at71240         -            689  1.5e-207  690.3  36.6   5   5   3.4e-37   6.4e-36  123.0   4.8   376   543   714   882   710   882 0.90 -
Pcitr_chr9:33399462-33397186   -            759 14514at71240         -            689  1.7e-195  650.4  35.2   1   6   2.1e-28   3.9e-27   93.9   0.9   414   545    16   151     1   154 0.89 -
Pcitr_chr9:33399462-33397186   -            759 14514at71240         -            689  1.7e-195  650.4  35.2   2   6   3.2e-45     6e-44  149.5   0.2   376   544   153   325   150   329 0.95 -
Pcitr_chr9:33399462-33397186   -            759 14514at71240         -            689  1.7e-195  650.4  35.2   3   6   1.3e-27   2.5e-26   91.3   0.7   446   546   261   361   258   363 0.96 -
Pcitr_chr9:33399462-33397186   -            759 14514at71240         -            689  1.7e-195  650.4  35.2   4   6   1.3e-43   2.5e-42  144.2   1.9   378   546   329   501   326   504 0.97 -
Pcitr_chr9:33399462-33397186   -            759 14514at71240         -            689  1.7e-195  650.4  35.2   5   6   4.4e-50   8.3e-49  165.6   3.2   372   547   498   676   498   678 0.96 -
Pcitr_chr9:33399462-33397186   -            759 14514at71240         -            689  1.7e-195  650.4  35.2   6   6   1.7e-20   3.2e-19   67.8   0.0   473   548   672   747   672   756 0.94 -
Pcitr_chr11:16167352-16165055  -            766 14514at71240         -            689  2.2e-189  630.2  27.6   1   6   2.4e-43   4.5e-42  143.3   1.0   366   545    17   200    10   204 0.93 -
Pcitr_chr11:16167352-16165055  -            766 14514at71240         -            689  2.2e-189  630.2  27.6   2   6   5.6e-32   1.1e-30  105.7   0.4   413   544   204   339   200   343 0.93 -
Pcitr_chr11:16167352-16165055  -            766 14514at71240         -            689  2.2e-189  630.2  27.6   3   6   7.9e-34   1.5e-32  111.8   0.2   413   547   309   447   306   453 0.93 -
Pcitr_chr11:16167352-16165055  -            766 14514at71240         -            689  2.2e-189  630.2  27.6   4   6   3.5e-30   6.6e-29   99.8   0.4   417   545   453   585   446   588 0.92 -
Pcitr_chr11:16167352-16165055  -            766 14514at71240         -            689  2.2e-189  630.2  27.6   5   6   2.7e-30   5.1e-29  100.2   0.1   418   544   559   689   558   693 0.94 -
Pcitr_chr11:16167352-16165055  -            766 14514at71240         -            689  2.2e-189  630.2  27.6   6   6   9.3e-39   1.8e-37  128.1   0.2   378   546   589   761   587   766 0.93 -
Pcitr_chr11:1020586-1022532    -            649 14514at71240         -            689    6e-186  618.8  28.5   1   5   6.3e-27   1.2e-25   89.0   0.4   414   545     1   136     1   137 0.94 -
Pcitr_chr11:1020586-1022532    -            649 14514at71240         -            689    6e-186  618.8  28.5   2   5   6.1e-34   1.2e-32  112.2   0.0   411   547   103   243   103   245 0.93 -
Pcitr_chr11:1020586-1022532    -            649 14514at71240         -            689    6e-186  618.8  28.5   3   5   4.9e-49   9.3e-48  162.1   0.3   342   544   136   345   135   346 0.94 -
Pcitr_chr11:1020586-1022532    -            649 14514at71240         -            689    6e-186  618.8  28.5   4   5   1.7e-52   3.2e-51  173.6   1.7   340   546   344   557   342   559 0.95 -
Pcitr_chr11:1020586-1022532    -            649 14514at71240         -            689    6e-186  618.8  28.5   5   5   3.5e-39   6.6e-38  129.5   4.4   378   548   455   629   455   647 0.92 -
Pcitr_chr9:33036091-33034109   -            661 14514at71240         -            689  7.7e-186  618.5  38.5   1   6   1.8e-09   3.4e-08   31.3   1.0   105   173     1    69     1    70 0.88 -
Pcitr_chr9:33036091-33034109   -            661 14514at71240         -            689  7.7e-186  618.5  38.5   2   6   6.1e-21   1.1e-19   69.3   0.1   462   546    53   137    51   140 0.96 -
Pcitr_chr9:33036091-33034109   -            661 14514at71240         -            689  7.7e-186  618.5  38.5   3   6   4.7e-47   8.9e-46  155.5   1.9   375   547   137   313   135   314 0.96 -
Pcitr_chr9:33036091-33034109   -            661 14514at71240         -            689  7.7e-186  618.5  38.5   4   6   5.6e-37   1.1e-35  122.3   0.8   412   546   244   382   242   385 0.95 -
Pcitr_chr9:33036091-33034109   -            661 14514at71240         -            689  7.7e-186  618.5  38.5   5   6   6.4e-49   1.2e-47  161.7   1.3   372   553   309   494   309   497 0.95 -
Pcitr_chr9:33036091-33034109   -            661 14514at71240         -            689  7.7e-186  618.5  38.5   6   6   4.9e-43   9.2e-42  142.3   2.0   380   545   492   661   488   661 0.95 -
Pcitr_chr9:31917872-31919335   -            488 14514at71240         -            689  7.6e-181  602.0  45.8   1   5   6.2e-18   1.2e-16   59.3   1.9   446   544     1   101     1   105 0.93 -
Pcitr_chr9:31917872-31919335   -            488 14514at71240         -            689  7.6e-181  602.0  45.8   2   5   3.4e-47   6.3e-46  156.0   6.7   370   546    62   243    61   246 0.94 -
Pcitr_chr9:31917872-31919335   -            488 14514at71240         -            689  7.6e-181  602.0  45.8   3   5   7.8e-49   1.5e-47  161.4   5.7   378   545   176   347   175   351 0.96 -
Pcitr_chr9:31917872-31919335   -            488 14514at71240         -            689  7.6e-181  602.0  45.8   4   5   7.8e-50   1.5e-48  164.7   3.0   370   545   238   417   237   418 0.95 -
Pcitr_chr9:31917872-31919335   -            488 14514at71240         -            689  7.6e-181  602.0  45.8   5   5   3.6e-34   6.9e-33  113.0   0.2   413   545   351   487   348   488 0.95 -
Pcitr_chr9:33423010-33420893   -            706 14514at71240         -            689    3e-180  600.0  33.0   1   5   1.5e-21   2.9e-20   71.2   0.6   447   544     1    99     1   103 0.96 -
Pcitr_chr9:33423010-33420893   -            706 14514at71240         -            689    3e-180  600.0  33.0   2   5   1.1e-28   2.2e-27   94.8   0.1   444   546   103   206    99   209 0.96 -
Pcitr_chr9:33423010-33420893   -            706 14514at71240         -            689    3e-180  600.0  33.0   3   5     4e-47   7.5e-46  155.8   1.3   372   546   203   381   203   384 0.96 -
Pcitr_chr9:33423010-33420893   -            706 14514at71240         -            689    3e-180  600.0  33.0   4   5   2.6e-49   4.9e-48  163.0   4.8   372   546   378   556   377   559 0.96 -
Pcitr_chr9:33423010-33420893   -            706 14514at71240         -            689    3e-180  600.0  33.0   5   5   3.8e-42   7.2e-41  139.3   1.6   372   519   553   704   553   706 0.95 -
Pcitr_chr11:1600117-1601982    -            622 14514at71240         -            689  3.3e-177  589.9  19.0   1   5   1.6e-40     3e-39  134.0   0.3   378   544    14   184     6   187 0.95 -
Pcitr_chr11:1600117-1601982    -            622 14514at71240         -            689  3.3e-177  589.9  19.0   2   5   5.7e-29   1.1e-27   95.8   0.1   443   544   187   289   184   291 0.96 -
Pcitr_chr11:1600117-1601982    -            622 14514at71240         -            689  3.3e-177  589.9  19.0   3   5   2.1e-45     4e-44  150.1   0.1   378   545   259   430   257   431 0.96 -
Pcitr_chr11:1600117-1601982    -            622 14514at71240         -            689  3.3e-177  589.9  19.0   4   5   9.4e-36   1.8e-34  118.2   0.1   411   545   362   500   361   503 0.87 -
Pcitr_chr11:1600117-1601982    -            622 14514at71240         -            689  3.3e-177  589.9  19.0   5   5   1.4e-40   2.7e-39  134.1   1.8   379   546   435   606   434   611 0.96 -
Pcitr_chr9:33688809-33687580   -            410 14514at71240         -            689  7.1e-177  588.8  25.0   1   4   6.2e-39   1.2e-37  128.7   1.2   402   546    14   162     7   165 0.94 -
Pcitr_chr9:33688809-33687580   -            410 14514at71240         -            689  7.1e-177  588.8  25.0   2   4   3.3e-58   6.3e-57  192.4   1.6   349   549    63   270    63   273 0.96 -
Pcitr_chr9:33688809-33687580   -            410 14514at71240         -            689  7.1e-177  588.8  25.0   3   4   1.3e-48   2.5e-47  160.7   1.1   372   546   159   337   159   339 0.95 -
Pcitr_chr9:33688809-33687580   -            410 14514at71240         -            689  7.1e-177  588.8  25.0   4   4   8.4e-44   1.6e-42  144.8   0.7   379   545   236   406   236   409 0.96 -
Pcitr_chr9:30416884-30419031   -            716 14514at71240         -            689  5.6e-176  585.9  40.0   1   5   1.8e-46   3.5e-45  153.6   8.2   333   545     2   221     2   225 0.92 -
Pcitr_chr9:30416884-30419031   -            716 14514at71240         -            689  5.6e-176  585.9  40.0   2   5   1.9e-28   3.7e-27   94.0   0.5   445   546   225   327   220   332 0.95 -
Pcitr_chr9:30416884-30419031   -            716 14514at71240         -            689  5.6e-176  585.9  40.0   3   5   9.1e-32   1.7e-30  105.0   0.6   414   545   296   431   296   435 0.96 -
Pcitr_chr9:30416884-30419031   -            716 14514at71240         -            689  5.6e-176  585.9  40.0   4   5   1.3e-47   2.5e-46  157.4   1.6   349   544   403   605   402   607 0.96 -
Pcitr_chr9:30416884-30419031   -            716 14514at71240         -            689  5.6e-176  585.9  40.0   5   5   2.9e-39   5.5e-38  129.8   1.6   374   545   536   711   534   714 0.95 -
Pcitr_chr10:17010803-17013553  -            917 14514at71240         -            689    3e-174  580.2  11.0   1   6   6.4e-23   1.2e-21   75.8   0.1   399   545    17   167    14   170 0.92 -
Pcitr_chr10:17010803-17013553  -            917 14514at71240         -            689    3e-174  580.2  11.0   2   6   1.3e-32   2.4e-31  107.9   0.2   378   545   171   342   168   343 0.95 -
Pcitr_chr10:17010803-17013553  -            917 14514at71240         -            689    3e-174  580.2  11.0   3   6   1.5e-34   2.8e-33  114.2   2.5   379   545   312   482   312   484 0.95 -
Pcitr_chr10:17010803-17013553  -            917 14514at71240         -            689    3e-174  580.2  11.0   4   6   8.3e-31   1.6e-29  101.9   0.0   277   543   450   726   446   730 0.87 -
Pcitr_chr10:17010803-17013553  -            917 14514at71240         -            689    3e-174  580.2  11.0   5   6   3.5e-35   6.6e-34  116.3   0.0   343   545   589   798   577   801 0.91 -
Pcitr_chr10:17010803-17013553  -            917 14514at71240         -            689    3e-174  580.2  11.0   6   6   2.1e-32   3.9e-31  107.2   0.0   377   545   731   903   726   910 0.94 -
Pcitr_chr9:33429365-33431581   -            739 14514at71240         -            689  1.1e-173  578.3  26.8   1   5   8.7e-06   0.00016   19.2   0.0   482   545     3    66     1    69 0.91 -
Pcitr_chr9:33429365-33431581   -            739 14514at71240         -            689  1.1e-173  578.3  26.8   2   5   5.5e-48     1e-46  158.6   0.9   372   546    64   242    64   245 0.95 -
Pcitr_chr9:33429365-33431581   -            739 14514at71240         -            689  1.1e-173  578.3  26.8   3   5   5.8e-84   1.1e-82  277.5   8.9   241   546   208   522   207   523 0.96 -
Pcitr_chr9:33429365-33431581   -            739 14514at71240         -            689  1.1e-173  578.3  26.8   4   5   1.4e-08   2.6e-07   28.4   0.0   475   518   521   564   519   585 0.75 -
Pcitr_chr9:33429365-33431581   -            739 14514at71240         -            689  1.1e-173  578.3  26.8   5   5   6.3e-42   1.2e-40  138.6   0.9   368   526   574   739   566   739 0.91 -
Pcitr_chr11:1142645-1140453    -            731 14514at71240         -            689  4.4e-172  573.0  31.4   1   5   2.7e-16   5.1e-15   53.9   0.1   446   544     1   100     1   104 0.92 -
Pcitr_chr11:1142645-1140453    -            731 14514at71240         -            689  4.4e-172  573.0  31.4   2   5   7.3e-48   1.4e-46  158.2   2.3   378   545   105   276   102   278 0.96 -
Pcitr_chr11:1142645-1140453    -            731 14514at71240         -            689  4.4e-172  573.0  31.4   3   5   7.8e-53   1.5e-51  174.7   4.4   342   545   276   486   275   490 0.95 -
Pcitr_chr11:1142645-1140453    -            731 14514at71240         -            689  4.4e-172  573.0  31.4   4   5   5.2e-45   9.9e-44  148.8   1.3   378   546   490   662   486   665 0.94 -
Pcitr_chr11:1142645-1140453    -            731 14514at71240         -            689  4.4e-172  573.0  31.4   5   5   7.7e-18   1.5e-16   59.0   0.1   473   544   659   730   658   731 0.95 -
Pcitr_chr8:23789374-23791452   -            693 14514at71240         -            689  7.1e-171  569.0  48.6   1   6   8.7e-39   1.6e-37  128.2   2.0   380   545     2   171     1   175 0.96 -
Pcitr_chr8:23789374-23791452   -            693 14514at71240         -            689  7.1e-171  569.0  48.6   2   6     2e-25   3.8e-24   84.1   0.2   444   546   174   277   171   279 0.95 -
Pcitr_chr8:23789374-23791452   -            693 14514at71240         -            689  7.1e-171  569.0  48.6   3   6     4e-25   7.5e-24   83.1   0.5   441   546   276   382   274   385 0.95 -
Pcitr_chr8:23789374-23791452   -            693 14514at71240         -            689  7.1e-171  569.0  48.6   4   6   1.3e-51   2.4e-50  170.7   8.0   346   546   350   556   350   558 0.96 -
Pcitr_chr8:23789374-23791452   -            693 14514at71240         -            689  7.1e-171  569.0  48.6   5   6   4.9e-27   9.2e-26   89.4   1.2   436   545   480   590   472   594 0.90 -
Pcitr_chr8:23789374-23791452   -            693 14514at71240         -            689  7.1e-171  569.0  48.6   6   6   3.5e-24   6.6e-23   80.0   3.2   373   508   554   693   553   693 0.87 -
Pcitr_chr3:25685256-25683091   -            722 14514at71240         -            689  4.9e-170  566.3  28.4   1   5   1.9e-24   3.6e-23   80.8   0.6   422   553    31   166     6   166 0.87 -
Pcitr_chr3:25685256-25683091   -            722 14514at71240         -            689  4.9e-170  566.3  28.4   2   5   1.3e-36   2.4e-35  121.1   0.6   412   545   161   298   159   301 0.96 -
Pcitr_chr3:25685256-25683091   -            722 14514at71240         -            689  4.9e-170  566.3  28.4   3   5   1.7e-43   3.3e-42  143.8   1.4   372   546   296   472   296   475 0.96 -
Pcitr_chr3:25685256-25683091   -            722 14514at71240         -            689  4.9e-170  566.3  28.4   4   5   1.8e-42   3.3e-41  140.4   0.4   372   546   469   647   469   650 0.95 -
Pcitr_chr3:25685256-25683091   -            722 14514at71240         -            689  4.9e-170  566.3  28.4   5   5     1e-39   1.9e-38  131.3   0.6   378   546   545   717   545   720 0.88 -
Pcitr_chr7:6469438-6467537     -            634 14514at71240         -            689  8.2e-169  562.2  50.0   1   4   1.1e-57     2e-56  190.7  13.1   240   545    11   326     3   328 0.93 -
Pcitr_chr7:6469438-6467537     -            634 14514at71240         -            689  8.2e-169  562.2  50.0   2   4   2.6e-64     5e-63  212.6  15.3   238   546    79   397    78   400 0.95 -
Pcitr_chr7:6469438-6467537     -            634 14514at71240         -            689  8.2e-169  562.2  50.0   3   4   4.2e-47   7.9e-46  155.7   1.9   312   545   330   571   330   573 0.95 -
Pcitr_chr7:6469438-6467537     -            634 14514at71240         -            689  8.2e-169  562.2  50.0   4   4   1.1e-12   2.1e-11   42.0   0.1   468   536   564   632   562   634 0.93 -
Pcitr_chr9:31843006-31844406   -            467 14514at71240         -            689  1.2e-167  558.3  34.1   1   4   4.3e-49   8.2e-48  162.3   7.6   331   547     2   226     1   228 0.90 -
Pcitr_chr9:31843006-31844406   -            467 14514at71240         -            689  1.2e-167  558.3  34.1   2   4   2.1e-47   3.9e-46  156.7   5.5   378   546   123   295   121   299 0.96 -
Pcitr_chr9:31843006-31844406   -            467 14514at71240         -            689  1.2e-167  558.3  34.1   3   4   9.4e-45   1.8e-43  147.9   0.9   377   545   227   399   224   401 0.95 -
Pcitr_chr9:31843006-31844406   -            467 14514at71240         -            689  1.2e-167  558.3  34.1   4   4   3.9e-39   7.3e-38  129.4   0.2   380   543   300   467   296   467 0.96 -
Pcitr_chr9:30383425-30385536   -            704 14514at71240         -            689  5.1e-160  533.1  37.3   1   5   1.1e-19     2e-18   65.1   0.8   445   546    10   112     5   115 0.95 -
Pcitr_chr9:30383425-30385536   -            704 14514at71240         -            689  5.1e-160  533.1  37.3   2   5   2.7e-51   5.1e-50  169.6   4.6   372   554   109   295   109   295 0.95 -
Pcitr_chr9:30383425-30385536   -            704 14514at71240         -            689  5.1e-160  533.1  37.3   3   5   1.8e-35   3.4e-34  117.3   2.9   380   545   292   461   289   464 0.94 -
Pcitr_chr9:30383425-30385536   -            704 14514at71240         -            689  5.1e-160  533.1  37.3   4   5     1e-30     2e-29  101.5   0.2   441   546   426   532   424   535 0.95 -
Pcitr_chr9:30383425-30385536   -            704 14514at71240         -            689  5.1e-160  533.1  37.3   5   5   3.1e-40   5.8e-39  133.0   1.8   372   543   529   704   529   704 0.94 -
