#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pcitr_chr3:17991964-18000991   -            618 24266at71240         -            774         0 1056.9   0.4   1   2   1.9e-94   3.7e-93  311.7   0.5   104   256     1   153     1   155 0.99 -
Pcitr_chr3:17991964-18000991   -            618 24266at71240         -            774         0 1056.9   0.4   2   2  1.6e-225    3e-224  745.2   0.0   313   774   153   618   152   618 0.99 -
Pcitr_chr11:1051273-1053918    -            882 24266at71240         -            774  2.2e-121  405.1  22.9   6   6   4.1e-20   7.8e-19   65.9   0.3   155   287   750   882   738   882 0.95 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   1   8   5.2e-21   9.9e-20   68.9   1.1   159   312     1   152     1   152 0.91 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   2   8   2.4e-18   4.6e-17   60.1   1.5   153   314   135   294   132   294 0.93 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   3   8   7.5e-18   1.4e-16   58.5   0.6   153   288   240   375   239   378 0.96 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   4   8   1.7e-14   3.3e-13   47.3   0.2   172   288   294   410   293   412 0.96 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   5   8   4.9e-08   9.5e-07   26.0   0.2   172   245   364   437   363   438 0.95 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   6   8   4.1e-17   7.8e-16   56.0   0.4   153   268   415   530   414   531 0.97 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   7   8   1.1e-38   2.1e-37  127.4   7.1   172   479   504   810   503   810 0.96 -
Pcitr_chr3:1350170-1352917     -            916 24266at71240         -            774    5e-121  403.9  50.9   8   8   9.1e-15   1.8e-13   48.3   0.0   167   268   814   915   805   916 0.86 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   1   9   1.5e-20   2.9e-19   67.4   0.7   152   288    14   150     5   156 0.96 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   2   9   8.2e-18   1.6e-16   58.3   0.2   174   288   141   255   140   259 0.97 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   3   9   7.7e-17   1.5e-15   55.1   0.2   175   293   212   330   211   331 0.97 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   4   9   2.2e-16   4.3e-15   53.6   1.2   193   288   265   359   261   363 0.94 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   5   9   4.7e-13   8.9e-12   42.6   0.2   190   268   331   409   326   412 0.90 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   6   9   4.2e-12     8e-11   39.4   0.1   183   287   359   463   354   464 0.94 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   7   9   3.3e-16   6.3e-15   53.0   0.5   150   288   396   534   392   537 0.91 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   8   9   6.1e-15   1.2e-13   48.8   0.1   189   290   505   605   499   609 0.89 -
Pcitr_chr9:33399462-33397186   -            759 24266at71240         -            774  1.5e-119  399.0  43.0   9   9   1.5e-22   2.9e-21   74.0   0.1   154   304   609   757   607   759 0.79 -
Pcitr_chr11:16167352-16165055  -            766 24266at71240         -            774  1.4e-116  389.2  18.1   1   5   1.6e-19   3.1e-18   64.0   0.0   153   289    29   165    11   168 0.95 -
Pcitr_chr11:16167352-16165055  -            766 24266at71240         -            774  1.4e-116  389.2  18.1   2   5   4.9e-31   9.3e-30  102.1   0.2   193   390   139   335   134   336 0.96 -
Pcitr_chr11:16167352-16165055  -            766 24266at71240         -            774  1.4e-116  389.2  18.1   3   5   2.1e-48   4.1e-47  159.5   2.6   171   497   327   652   322   658 0.96 -
Pcitr_chr11:16167352-16165055  -            766 24266at71240         -            774  1.4e-116  389.2  18.1   4   5   2.9e-17   5.5e-16   56.5   0.1   196   321   562   685   561   690 0.95 -
Pcitr_chr11:16167352-16165055  -            766 24266at71240         -            774  1.4e-116  389.2  18.1   5   5     5e-15   9.6e-14   49.1   0.1   373   506   632   766   631   766 0.92 -
Pcitr_chr11:1142645-1140453    -            731 24266at71240         -            774  2.8e-113  378.3   1.3   1   4   2.9e-48   5.7e-47  159.0   0.1   158   517    40   399    33   401 0.94 -
Pcitr_chr11:1142645-1140453    -            731 24266at71240         -            774  2.8e-113  378.3   1.3   2   4   1.5e-25   2.8e-24   83.9   0.0   152   330   384   560   361   562 0.92 -
Pcitr_chr11:1142645-1140453    -            731 24266at71240         -            774  2.8e-113  378.3   1.3   3   4   4.7e-22     9e-21   72.4   0.0   171   342   438   607   432   612 0.91 -
Pcitr_chr11:1142645-1140453    -            731 24266at71240         -            774  2.8e-113  378.3   1.3   4   4   1.4e-25   2.6e-24   84.1   0.0   153   320   560   725   556   731 0.97 -
Pcitr_chr2:15718091-15715995   -            699 24266at71240         -            774  4.8e-111  370.9  28.5   1   4   4.9e-25   9.4e-24   82.2   0.6   321   508    26   214    11   215 0.90 -
Pcitr_chr2:15718091-15715995   -            699 24266at71240         -            774  4.8e-111  370.9  28.5   2   4   1.6e-13   3.2e-12   44.1   0.1   383   479   194   290   191   291 0.93 -
Pcitr_chr2:15718091-15715995   -            699 24266at71240         -            774  4.8e-111  370.9  28.5   3   4   1.4e-43   2.7e-42  143.6   5.9   175   508   267   599   266   599 0.96 -
Pcitr_chr2:15718091-15715995   -            699 24266at71240         -            774  4.8e-111  370.9  28.5   4   4   2.8e-42   5.3e-41  139.3   3.4   187   479   384   675   382   698 0.96 -
Pcitr_chr9:33416143-33414221   -            641 24266at71240         -            774    4e-102  341.4  27.5   1   6   1.5e-19   2.8e-18   64.1   3.8   157   289     6   138     1   144 0.95 -
Pcitr_chr9:33416143-33414221   -            641 24266at71240         -            774    4e-102  341.4  27.5   2   6   8.4e-19   1.6e-17   61.6   0.3   153   293   142   281   140   283 0.95 -
Pcitr_chr9:33416143-33414221   -            641 24266at71240         -            774    4e-102  341.4  27.5   3   6     1e-18     2e-17   61.3   0.1   189   288   281   380   276   384 0.95 -
Pcitr_chr9:33416143-33414221   -            641 24266at71240         -            774    4e-102  341.4  27.5   4   6   8.1e-20   1.6e-18   65.0   0.1   174   288   336   450   335   451 0.98 -
Pcitr_chr9:33416143-33414221   -            641 24266at71240         -            774    4e-102  341.4  27.5   5   6   1.1e-22     2e-21   74.5   0.6   153   289   385   521   384   527 0.96 -
Pcitr_chr9:33416143-33414221   -            641 24266at71240         -            774    4e-102  341.4  27.5   6   6   3.1e-21   5.9e-20   69.7   0.0   179   306   516   641   514   641 0.96 -
Pcitr_chr9:33429365-33431581   -            739 24266at71240         -            774     4e-99  331.5   0.1   1   5   2.2e-22   4.2e-21   73.4   0.0   337   506    42   212    11   214 0.76 -
Pcitr_chr9:33429365-33431581   -            739 24266at71240         -            774     4e-99  331.5   0.1   2   5   1.1e-31   2.1e-30  104.2   0.1   170   376   192   396   189   397 0.97 -
Pcitr_chr9:33429365-33431581   -            739 24266at71240         -            774     4e-99  331.5   0.1   3   5   1.3e-25   2.5e-24   84.1   0.0   158   330   390   560   390   565 0.95 -
Pcitr_chr9:33429365-33431581   -            739 24266at71240         -            774     4e-99  331.5   0.1   4   5   2.6e-09   4.9e-08   30.2   0.0   172   242   571   641   565   647 0.73 -
Pcitr_chr9:33429365-33431581   -            739 24266at71240         -            774     4e-99  331.5   0.1   5   5   1.1e-12     2e-11   41.4   0.0   172   269   641   738   636   739 0.93 -
Pcitr_chr9:33634080-33632692   -            463 24266at71240         -            774   1.1e-97  326.7  15.4   1   6   7.4e-21   1.4e-19   68.4   0.5   135   306     1   174     1   175 0.91 -
Pcitr_chr9:33634080-33632692   -            463 24266at71240         -            774   1.1e-97  326.7  15.4   2   6   4.7e-17   9.1e-16   55.8   0.1   194   288    99   193    99   200 0.97 -
Pcitr_chr9:33634080-33632692   -            463 24266at71240         -            774   1.1e-97  326.7  15.4   3   6   2.2e-22   4.2e-21   73.5   0.1   185   319   125   257   123   263 0.94 -
Pcitr_chr9:33634080-33632692   -            463 24266at71240         -            774   1.1e-97  326.7  15.4   4   6   6.9e-20   1.3e-18   65.2   0.1   175   288   185   298   185   304 0.96 -
Pcitr_chr9:33634080-33632692   -            463 24266at71240         -            774   1.1e-97  326.7  15.4   5   6   6.5e-21   1.2e-19   68.6   0.1   175   291   255   371   254   378 0.96 -
Pcitr_chr9:33634080-33632692   -            463 24266at71240         -            774   1.1e-97  326.7  15.4   6   6   3.7e-12   7.1e-11   39.6   0.0   193   272   378   457   372   463 0.92 -
Pcitr_chr10:17026118-17022798  -           1107 24266at71240         -            774   7.4e-97  324.0   0.0   1   7   5.2e-10     1e-08   32.5   0.0   353   478   139   265   130   269 0.93 -
Pcitr_chr10:17026118-17022798  -           1107 24266at71240         -            774   7.4e-97  324.0   0.0   2   7   4.7e-17     9e-16   55.8   0.0   375   519   266   411   265   413 0.95 -
Pcitr_chr10:17026118-17022798  -           1107 24266at71240         -            774   7.4e-97  324.0   0.0   3   7   6.2e-11   1.2e-09   35.6   0.1   417   515   449   547   443   551 0.94 -
Pcitr_chr10:17026118-17022798  -           1107 24266at71240         -            774   7.4e-97  324.0   0.0   4   7   2.2e-17   4.3e-16   56.9   0.1   158   287   506   635   506   636 0.98 -
Pcitr_chr10:17026118-17022798  -           1107 24266at71240         -            774   7.4e-97  324.0   0.0   5   7   1.2e-06   2.3e-05   21.4   0.0   196   285   614   702   614   709 0.93 -
Pcitr_chr10:17026118-17022798  -           1107 24266at71240         -            774   7.4e-97  324.0   0.0   6   7   9.3e-23   1.8e-21   74.7   0.0   181   367   775   959   757   960 0.94 -
Pcitr_chr10:17026118-17022798  -           1107 24266at71240         -            774   7.4e-97  324.0   0.0   7   7   1.3e-17   2.6e-16   57.6   0.0   186   324   955  1091   953  1096 0.96 -
Pcitr_chr10:17010803-17013553  -            917 24266at71240         -            774   4.2e-95  318.2   0.0   1   6   2.2e-22   4.3e-21   73.4   0.1   153   325    31   201    15   206 0.93 -
Pcitr_chr10:17010803-17013553  -            917 24266at71240         -            774   4.2e-95  318.2   0.0   2   6   5.5e-18   1.1e-16   58.9   0.1   154   325   172   342   172   344 0.95 -
Pcitr_chr10:17010803-17013553  -            917 24266at71240         -            774   4.2e-95  318.2   0.0   3   6   1.5e-17   2.9e-16   57.5   0.1   158   287   316   445   316   447 0.98 -
Pcitr_chr10:17010803-17013553  -            917 24266at71240         -            774   4.2e-95  318.2   0.0   4   6   6.4e-07   1.2e-05   22.3   0.0   196   285   424   512   423   519 0.93 -
Pcitr_chr10:17010803-17013553  -            917 24266at71240         -            774   4.2e-95  318.2   0.0   5   6   6.6e-23   1.3e-21   75.2   0.0   180   367   584   769   565   770 0.94 -
Pcitr_chr10:17010803-17013553  -            917 24266at71240         -            774   4.2e-95  318.2   0.0   6   6   1.1e-17     2e-16   58.0   0.0   186   324   765   901   763   905 0.96 -
Pcitr_chr11:1020586-1022532    -            649 24266at71240         -            774   6.1e-92  307.7  12.8   1   5   5.3e-22     1e-20   72.2   0.2   154   347     1   192     1   193 0.94 -
Pcitr_chr11:1020586-1022532    -            649 24266at71240         -            774   6.1e-92  307.7  12.8   2   5   5.5e-26   1.1e-24   85.3   0.1   154   319   176   339   174   340 0.96 -
Pcitr_chr11:1020586-1022532    -            649 24266at71240         -            774   6.1e-92  307.7  12.8   3   5   9.8e-22   1.9e-20   71.3   0.0   173   330   335   490   333   490 0.97 -
Pcitr_chr11:1020586-1022532    -            649 24266at71240         -            774   6.1e-92  307.7  12.8   4   5   2.1e-15   3.9e-14   50.4   0.0   173   287   405   519   403   520 0.96 -
Pcitr_chr11:1020586-1022532    -            649 24266at71240         -            774   6.1e-92  307.7  12.8   5   5   2.9e-20   5.6e-19   66.4   0.3   153   290   490   627   488   639 0.93 -
Pcitr_chr9:33036091-33034109   -            661 24266at71240         -            774   6.5e-91  304.3  20.6   1   6   3.7e-16   7.1e-15   52.8   0.9   154   269     1   116     1   119 0.97 -
Pcitr_chr9:33036091-33034109   -            661 24266at71240         -            774   6.5e-91  304.3  20.6   2   6   9.1e-23   1.7e-21   74.7   0.2   172   317    89   232    88   232 0.95 -
Pcitr_chr9:33036091-33034109   -            661 24266at71240         -            774   6.5e-91  304.3  20.6   3   6   4.3e-13   8.3e-12   42.7   0.3   173   273   195   295   194   297 0.92 -
Pcitr_chr9:33036091-33034109   -            661 24266at71240         -            774   6.5e-91  304.3  20.6   4   6     3e-08   5.8e-07   26.7   0.1   172   245   299   372   297   373 0.95 -
Pcitr_chr9:33036091-33034109   -            661 24266at71240         -            774   6.5e-91  304.3  20.6   5   6   8.1e-21   1.6e-19   68.3   0.6   172   315   369   510   368   510 0.96 -
Pcitr_chr9:33036091-33034109   -            661 24266at71240         -            774   6.5e-91  304.3  20.6   6   6   3.8e-22   7.3e-21   72.7   0.1   172   325   509   660   506   661 0.95 -
Pcitr_chr9:33625761-33624100   -            554 24266at71240         -            774   7.7e-90  300.8  14.6   1   6   3.5e-18   6.7e-17   59.6   0.8   154   288     1   135     1   137 0.97 -
Pcitr_chr9:33625761-33624100   -            554 24266at71240         -            774   7.7e-90  300.8  14.6   2   6   3.3e-16   6.4e-15   53.0   0.1   204   288   121   205   118   209 0.95 -
Pcitr_chr9:33625761-33624100   -            554 24266at71240         -            774   7.7e-90  300.8  14.6   3   6   9.4e-18   1.8e-16   58.1   0.1   154   257   176   279   175   284 0.91 -
Pcitr_chr9:33625761-33624100   -            554 24266at71240         -            774   7.7e-90  300.8  14.6   4   6   2.7e-21   5.1e-20   69.9   0.1   175   288   267   380   267   381 0.98 -
Pcitr_chr9:33625761-33624100   -            554 24266at71240         -            774   7.7e-90  300.8  14.6   5   6   6.2e-18   1.2e-16   58.7   0.0   197   289   359   451   359   460 0.93 -
Pcitr_chr9:33625761-33624100   -            554 24266at71240         -            774   7.7e-90  300.8  14.6   6   6   3.8e-14   7.3e-13   46.2   0.0   181   278   448   545   445   554 0.53 -
Pcitr_chr11:1600117-1601982    -            622 24266at71240         -            774   1.6e-89  299.7   0.1   1   6   7.6e-06   0.00015   18.8   0.0   405   491    20   106    16   109 0.87 -
Pcitr_chr11:1600117-1601982    -            622 24266at71240         -            774   1.6e-89  299.7   0.1   2   6   5.6e-23   1.1e-21   75.4   0.0   158   322    54   216    48   219 0.94 -
Pcitr_chr11:1600117-1601982    -            622 24266at71240         -            774   1.6e-89  299.7   0.1   3   6   6.4e-24   1.2e-22   78.5   0.0   172   315   208   349   203   350 0.95 -
Pcitr_chr11:1600117-1601982    -            622 24266at71240         -            774   1.6e-89  299.7   0.1   4   6   1.9e-09   3.7e-08   30.6   0.0   186   246   327   387   325   389 0.95 -
Pcitr_chr11:1600117-1601982    -            622 24266at71240         -            774   1.6e-89  299.7   0.1   5   6   3.7e-14   7.1e-13   46.2   0.0   172   246   383   457   382   459 0.93 -
Pcitr_chr11:1600117-1601982    -            622 24266at71240         -            774   1.6e-89  299.7   0.1   6   6   1.9e-24   3.6e-23   80.3   0.3   172   333   453   613   452   617 0.91 -
Pcitr_chr3:25685256-25683091   -            722 24266at71240         -            774   2.1e-89  299.3  15.9   1   5   1.1e-18   2.1e-17   61.2   1.0   190   330    59   197    16   200 0.88 -
Pcitr_chr3:25685256-25683091   -            722 24266at71240         -            774   2.1e-89  299.3  15.9   2   5   2.1e-16   4.1e-15   53.6   0.1   180   286   154   260   153   264 0.95 -
Pcitr_chr3:25685256-25683091   -            722 24266at71240         -            774   2.1e-89  299.3  15.9   3   5   4.4e-47   8.4e-46  155.1   0.5   153   479   267   590   266   591 0.97 -
Pcitr_chr3:25685256-25683091   -            722 24266at71240         -            774   2.1e-89  299.3  15.9   4   5   5.7e-11   1.1e-09   35.7   0.0   175   268   567   660   563   662 0.90 -
Pcitr_chr3:25685256-25683091   -            722 24266at71240         -            774   2.1e-89  299.3  15.9   5   5   1.5e-10   2.9e-09   34.3   0.0   403   503   619   719   618   722 0.94 -
Pcitr_chr6:17186408-17184702   -            569 24266at71240         -            774   2.1e-89  299.3   0.7   1   6   2.1e-06     4e-05   20.6   0.1   405   478    28   101    24   103 0.95 -
Pcitr_chr6:17186408-17184702   -            569 24266at71240         -            774   2.1e-89  299.3   0.7   2   6   2.5e-20   4.8e-19   66.7   0.0   194   330    98   232    98   233 0.96 -
Pcitr_chr6:17186408-17184702   -            569 24266at71240         -            774   2.1e-89  299.3   0.7   3   6   4.2e-19   8.1e-18   62.6   0.0   172   287   216   331   215   332 0.96 -
Pcitr_chr6:17186408-17184702   -            569 24266at71240         -            774   2.1e-89  299.3   0.7   4   6   2.7e-20   5.2e-19   66.5   0.0   172   297   286   409   285   411 0.96 -
Pcitr_chr6:17186408-17184702   -            569 24266at71240         -            774   2.1e-89  299.3   0.7   5   6   3.7e-18   7.1e-17   59.5   0.0   172   287   391   506   390   507 0.97 -
Pcitr_chr6:17186408-17184702   -            569 24266at71240         -            774   2.1e-89  299.3   0.7   6   6   6.4e-17   1.2e-15   55.4   0.0   172   279   461   568   460   569 0.94 -
