#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pcitr_chr4:35798451-35801558   -           1036 7941at71240          -            811         0 1134.3  23.7   1   2  4.5e-155  8.5e-154  512.8  13.5    17   421   122   567   112   581 0.91 -
Pcitr_chr4:35798451-35801558   -           1036 7941at71240          -            811         0 1134.3  23.7   2   2  1.4e-189  2.6e-188  627.0   1.7   417   811   615  1027   598  1027 0.96 -
Pcitr_chr11:10900939-10903356  -            806 7941at71240          -            811  3.7e-192  639.7   0.0   4  10   2.6e-34   4.9e-33  113.3   0.0   622   804   200   384   198   390 0.95 -
Pcitr_chr11:10900939-10903356  -            806 7941at71240          -            811  3.7e-192  639.7   0.0   5  10   2.8e-20   5.3e-19   66.9   0.0   703   801   318   416   314   419 0.96 -
Pcitr_chr11:10900939-10903356  -            806 7941at71240          -            811  3.7e-192  639.7   0.0   6  10   6.7e-24   1.3e-22   78.9   0.0   654   783   371   503   370   503 0.95 -
Pcitr_chr11:10900939-10903356  -            806 7941at71240          -            811  3.7e-192  639.7   0.0   7  10   1.9e-15   3.6e-14   51.0   0.0   703   783   493   573   490   573 0.96 -
Pcitr_chr11:10900939-10903356  -            806 7941at71240          -            811  3.7e-192  639.7   0.0   8  10   1.8e-19   3.3e-18   64.3   0.0   703   809   563   669   561   670 0.97 -
Pcitr_chr11:10900939-10903356  -            806 7941at71240          -            811  3.7e-192  639.7   0.0   9  10   1.6e-14   2.9e-13   47.9   0.0   703   779   668   744   664   746 0.96 -
Pcitr_chr11:10900939-10903356  -            806 7941at71240          -            811  3.7e-192  639.7   0.0  10  10   2.4e-11   4.5e-10   37.4   0.0   703   770   738   805   737   806 0.96 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   1  11   1.5e-18   2.8e-17   61.2   0.0   704   809    11   116     2   118 0.94 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   2  11   2.3e-13   4.3e-12   44.1   0.0   703   778   115   190   113   195 0.94 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   3  11   8.8e-13   1.7e-11   42.1   0.0   704   776   186   258   185   263 0.96 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   4  11   4.3e-12   8.2e-11   39.9   0.0   703   777   255   329   253   335 0.96 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   5  11   1.5e-25   2.9e-24   84.3   0.0   645   776   334   468   329   473 0.94 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   6  11   6.3e-14   1.2e-12   45.9   0.0   704   776   466   538   464   543 0.95 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   7  11   2.2e-13   4.2e-12   44.1   0.0   704   776   536   608   535   613 0.96 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   8  11   1.8e-16   3.3e-15   54.4   0.0   704   808   606   710   605   712 0.95 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9   9  11   3.1e-23   5.8e-22   76.7   0.0   674   802   678   809   676   815 0.94 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9  10  11   9.9e-15   1.9e-13   48.6   0.0   703   790   815   902   811   904 0.96 -
Pcitr_chr4:29033352-29030329   -           1008 7941at71240          -            811  8.2e-170  565.7   8.9  11  11   3.6e-15   6.9e-14   50.0   0.0   649   754   898  1006   892  1008 0.67 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   1   9   8.3e-13   1.6e-11   42.2   0.4    82   175     1    96     1    99 0.84 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   2   9   8.8e-21   1.7e-19   68.6   0.0   703   804    91   192    89   197 0.96 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   3   9   4.3e-17   8.1e-16   56.4   0.0   701   808   194   301   190   303 0.95 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   4   9   7.7e-21   1.5e-19   68.8   0.0   701   802   299   400   293   405 0.96 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   5   9   3.3e-21   6.2e-20   70.0   0.0   701   804   404   507   401   511 0.96 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   6   9   4.3e-19   8.1e-18   63.0   0.0   701   804   509   612   507   617 0.96 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   7   9   7.5e-20   1.4e-18   65.5   0.0   703   808   616   721   613   723 0.96 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   8   9   1.4e-21   2.7e-20   71.2   0.0   701   804   719   822   717   828 0.95 -
Pcitr_chr3:1350170-1352917     -            916 7941at71240          -            811    2e-169  564.4  11.5   9   9   1.1e-19     2e-18   65.0   0.0   703   790   826   913   823   916 0.96 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   1  11   3.3e-13   6.3e-12   43.5   0.0   681   780     2   104     1   105 0.86 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   2  11   4.1e-10   7.7e-09   33.3   0.0   703   778    97   172    90   174 0.95 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   3  11   1.3e-12   2.5e-11   41.6   0.0   703   780   167   244   162   247 0.96 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   4  11   1.3e-15   2.4e-14   51.6   0.1   704   808   247   351   241   353 0.79 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   5  11   2.3e-32   4.3e-31  106.9   0.0   617   788   330   506   328   506 0.93 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   6  11   4.7e-22   8.9e-21   72.8   0.0   647   777   502   635   502   639 0.95 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   7  11   1.2e-16   2.3e-15   54.9   0.0   704   809   632   737   631   738 0.95 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   8  11   8.1e-14   1.5e-12   45.6   0.0   703   777   701   775   699   781 0.93 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5   9  11   5.8e-14   1.1e-12   46.1   0.1   702   777   735   810   732   814 0.95 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5  10  11   4.1e-16   7.7e-15   53.2   0.1   679   784   779   887   779   889 0.82 -
Pcitr_chr11:918880-915788      -           1031 7941at71240          -            811  2.1e-165  551.1  17.5  11  11   2.6e-27   4.9e-26   90.2   0.0   615   781   853  1024   853  1030 0.94 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   1   9   1.2e-12   2.3e-11   41.7   0.1   685   774     2    96     1   101 0.85 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   2   9   2.9e-19   5.6e-18   63.6   0.0   707   808    99   200    93   202 0.94 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   3   9   1.5e-15   2.8e-14   51.3   0.0   703   781   200   278   197   280 0.95 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   4   9   2.8e-18   5.3e-17   60.3   0.0   703   783   270   350   269   351 0.97 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   5   9   5.9e-21   1.1e-19   69.2   0.0   704   802   341   439   339   441 0.97 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   6   9   5.7e-17   1.1e-15   56.0   0.0   704   788   411   495   410   495 0.97 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   7   9   9.2e-15   1.7e-13   48.7   0.0   703   783   445   525   438   526 0.96 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   8   9   2.9e-25   5.4e-24   83.4   0.0   679   802   488   614   486   616 0.96 -
Pcitr_chr9:33423010-33420893   -            706 7941at71240          -            811  2.2e-147  491.6   8.0   9   9   1.4e-23   2.6e-22   77.9   0.0   703   809   585   691   584   693 0.97 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   1   9   1.7e-29   3.2e-28   97.4   0.0   629   809     2   183     1   185 0.96 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   2   9   1.8e-18   3.4e-17   61.0   0.0   705   797   184   276   180   283 0.95 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   3   9   9.7e-23   1.8e-21   75.1   0.1   650   786   231   370   231   370 0.96 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   4   9   1.7e-17   3.2e-16   57.7   0.0   703   800   357   454   355   461 0.96 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   5   9   1.4e-11   2.7e-10   38.1   0.0   701   781   460   540   454   542 0.95 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   6   9     2e-25   3.8e-24   84.0   0.0   645   783   541   682   539   683 0.95 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   7   9   5.3e-12     1e-10   39.5   0.0   703   777   672   746   670   752 0.96 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   8   9     0.015      0.28    8.3   0.0   137   173   741   777   740   778 0.89 -
Pcitr_chr11:1051273-1053918    -            882 7941at71240          -            811  2.3e-147  491.5   0.3   9   9   2.5e-21   4.7e-20   70.4   0.0   703   810   774   881   750   882 0.83 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   1  10   2.9e-05   0.00055   17.3   0.1   295   360    15    80     1    83 0.67 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   2  10   2.4e-15   4.5e-14   50.6   0.0   692   783    62   156    60   156 0.92 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   3  10   3.7e-20   7.1e-19   66.5   0.0   703   805   146   248   145   253 0.96 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   4  10     8e-14   1.5e-12   45.6   0.0   703   777   251   325   246   327 0.96 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   5  10     7e-13   1.3e-11   42.5   0.0   709   776   326   393   323   396 0.95 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   6  10   7.3e-18   1.4e-16   59.0   0.0   703   802   390   489   388   495 0.96 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   7  10   2.2e-13   4.1e-12   44.1   0.0   704   786   461   543   460   543 0.96 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   8  10   3.8e-14   7.2e-13   46.6   0.0   703   776   495   568   492   571 0.97 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8   9  10   5.9e-26   1.1e-24   85.7   0.0   673   804   532   665   531   671 0.95 -
Pcitr_chr9:33399462-33397186   -            759 7941at71240          -            811  4.1e-136  454.3  10.8  10  10   2.5e-20   4.6e-19   67.1   0.0   703   793   669   759   666   759 0.98 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   1   9   5.6e-05    0.0011   16.3   0.0   301   360     6    65     1    68 0.86 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   2   9   3.9e-20   7.3e-19   66.5   0.0   701   809    59   167    57   169 0.96 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   3   9     1e-16   1.9e-15   55.2   0.0   703   804   166   267   161   272 0.95 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   4   9   1.1e-19   2.1e-18   65.0   0.0   702   800   270   368   264   371 0.96 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   5   9   7.2e-19   1.4e-17   62.3   0.0   704   795   342   433   341   435 0.98 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   6   9   1.3e-20   2.4e-19   68.1   0.0   702   809   375   482   370   483 0.96 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   7   9   1.3e-15   2.4e-14   51.5   0.0   703   784   481   562   477   566 0.96 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   8   9   3.3e-16   6.3e-15   53.5   0.0   702   780   577   655   570   656 0.95 -
Pcitr_chr9:33429365-33431581   -            739 7941at71240          -            811  4.1e-131  437.7   1.5   9   9   2.2e-16   4.1e-15   54.1   0.0   703   794   648   739   647   739 0.97 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   1   9   5.4e-07     1e-05   23.0   0.0    37   176    78   218    57   222 0.85 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   2   9     3e-18   5.6e-17   60.2   0.1    73   173   218   320   216   323 0.94 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   3   9   5.2e-12   9.9e-11   39.6   0.0   704   784   318   398   312   399 0.96 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   4   9   2.7e-25   5.2e-24   83.5   0.0   649   795   400   549   398   558 0.93 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   5   9     7e-14   1.3e-12   45.8   0.1   678   776   534   635   533   638 0.83 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   6   9   3.3e-08   6.2e-07   27.0   0.0   704   775   633   703   630   708 0.93 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   7   9   5.3e-13     1e-11   42.9   0.0   217   354   733   876   714   878 0.55 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   8   9   4.6e-21   8.7e-20   69.5   0.0   654   798   861  1008   856  1011 0.95 -
Pcitr_chr10:17026118-17022798  -           1107 7941at71240          -            811  1.2e-129  432.9   1.0   9   9   2.5e-16   4.8e-15   53.8   0.0   651   753   998  1103   996  1106 0.89 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   1   9   0.00011     0.002   15.4   0.3   120   173    13    66     4    69 0.75 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   2   9   1.4e-23   2.6e-22   77.9   0.5   685   804    42   164    31   169 0.89 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   3   9   6.2e-13   1.2e-11   42.7   0.0   705   777   135   207   134   212 0.96 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   4   9   9.4e-14   1.8e-12   45.3   0.0   703   788   168   252   163   252 0.95 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   5   9   1.2e-25   2.3e-24   84.7   0.0   650   779   216   347   213   349 0.95 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   6   9   3.3e-14   6.3e-13   46.8   0.0   703   778   341   416   339   417 0.97 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   7   9   1.2e-16   2.3e-15   54.9   0.0   703   778   411   486   410   487 0.97 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   8   9   8.9e-16   1.7e-14   52.0   0.0   703   778   481   556   479   557 0.97 -
Pcitr_chr9:33416143-33414221   -            641 7941at71240          -            811  7.3e-127  423.7  13.8   9   9   9.9e-21   1.9e-19   68.4   0.0   703   792   551   640   549   641 0.98 -
Pcitr_chr11:1142645-1140453    -            731 7941at71240          -            811  4.5e-126  421.1   0.1   1   5   7.8e-52   1.5e-50  171.3   0.0   489   801    12   334     9   338 0.92 -
Pcitr_chr11:1142645-1140453    -            731 7941at71240          -            811  4.5e-126  421.1   0.1   2   5   2.4e-24   4.6e-23   80.4   0.0   648   783   318   456   317   458 0.95 -
Pcitr_chr11:1142645-1140453    -            731 7941at71240          -            811  4.5e-126  421.1   0.1   3   5   4.7e-19   8.8e-18   62.9   0.0   703   803   446   546   444   547 0.97 -
Pcitr_chr11:1142645-1140453    -            731 7941at71240          -            811  4.5e-126  421.1   0.1   4   5   8.9e-18   1.7e-16   58.7   0.0   703   807   516   620   514   622 0.96 -
Pcitr_chr11:1142645-1140453    -            731 7941at71240          -            811  4.5e-126  421.1   0.1   5   5   1.5e-22   2.8e-21   74.4   0.0   647   777   597   730   595   731 0.95 -
Pcitr_chr9:31360041-31438524   -            609 7941at71240          -            811  5.2e-125  417.6  15.9   1   7   3.2e-13   6.1e-12   43.6   0.1   674   797    32   159    17   166 0.79 -
Pcitr_chr9:31360041-31438524   -            609 7941at71240          -            811  5.2e-125  417.6  15.9   2   7   1.8e-15   3.4e-14   51.0   0.0   704   777   136   209   135   210 0.96 -
Pcitr_chr9:31360041-31438524   -            609 7941at71240          -            811  5.2e-125  417.6  15.9   3   7   1.7e-21   3.3e-20   70.9   0.0   701   777   168   244   160   245 0.96 -
Pcitr_chr9:31360041-31438524   -            609 7941at71240          -            811  5.2e-125  417.6  15.9   4   7   3.2e-26     6e-25   86.6   0.1   703   809   205   311   203   312 0.97 -
Pcitr_chr9:31360041-31438524   -            609 7941at71240          -            811  5.2e-125  417.6  15.9   5   7   2.7e-21     5e-20   70.3   0.1   703   809   240   346   238   348 0.97 -
Pcitr_chr9:31360041-31438524   -            609 7941at71240          -            811  5.2e-125  417.6  15.9   6   7   4.6e-27   8.6e-26   89.4   0.1   654   804   293   446   293   451 0.95 -
Pcitr_chr9:31360041-31438524   -            609 7941at71240          -            811  5.2e-125  417.6  15.9   7   7   5.6e-18   1.1e-16   59.3   0.0   694   778   455   542   446   543 0.88 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   1   8   0.00016     0.003   14.8   0.2   709   778    12    81     5    83 0.92 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   2   8   3.4e-14   6.5e-13   46.8   0.0   703   776    76   149    74   155 0.96 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   3   8   1.1e-19     2e-18   65.0   0.1   705   806   148   249   146   252 0.91 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   4   8   5.4e-18     1e-16   59.4   0.0   705   795   218   308   216   308 0.96 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   5   8   6.1e-38   1.1e-36  125.4   0.0   616   800   299   488   298   492 0.94 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   6   8     1e-12     2e-11   41.9   0.0   705   783   463   541   462   542 0.95 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   7   8   1.4e-12   2.7e-11   41.5   0.0   705   776   533   604   531   604 0.93 -
Pcitr_chr9:30416884-30419031   -            716 7941at71240          -            811  1.8e-124  415.8   6.0   8   8   2.4e-18   4.6e-17   60.5   0.0   703   808   601   706   596   709 0.95 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   1   9      0.18       3.4    4.7   0.0   721   756     5    40     1    41 0.66 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   2   9   1.5e-18   2.9e-17   61.2   0.3    72   173    27   130    13   133 0.91 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   3   9   8.4e-12   1.6e-10   38.9   0.0   705   784   129   208   128   209 0.98 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   4   9   2.8e-25   5.4e-24   83.5   0.0   649   793   210   357   208   364 0.93 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   5   9     3e-14   5.7e-13   47.0   0.1   677   777   343   446   342   449 0.82 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   6   9   2.6e-08   4.9e-07   27.4   0.0   704   775   443   513   440   518 0.93 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   7   9   4.1e-13   7.7e-12   43.2   0.0   217   354   543   686   524   688 0.55 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   8   9   3.9e-21   7.3e-20   69.8   0.0   654   798   671   818   666   820 0.95 -
Pcitr_chr10:17010803-17013553  -            917 7941at71240          -            811  4.4e-124  414.5   0.9   9   9   1.5e-16   2.9e-15   54.6   0.0   651   753   808   913   804   916 0.89 -
Pcitr_chr11:16167352-16165055  -            766 7941at71240          -            811  2.9e-120  401.9   1.6   1   6   5.1e-17   9.5e-16   56.2   0.0   698   804    15   121     1   126 0.87 -
Pcitr_chr11:16167352-16165055  -            766 7941at71240          -            811  2.9e-120  401.9   1.6   2   6     4e-17   7.5e-16   56.5   0.0   704   804   161   261   160   264 0.97 -
Pcitr_chr11:16167352-16165055  -            766 7941at71240          -            811  2.9e-120  401.9   1.6   3   6   2.6e-28     5e-27   93.5   0.0   618   784   210   381   210   383 0.92 -
Pcitr_chr11:16167352-16165055  -            766 7941at71240          -            811  2.9e-120  401.9   1.6   4   6   4.7e-12   8.9e-11   39.7   0.0   704   777   371   444   370   448 0.95 -
Pcitr_chr11:16167352-16165055  -            766 7941at71240          -            811  2.9e-120  401.9   1.6   5   6   3.9e-28   7.3e-27   92.9   0.0   625   803   427   610   427   611 0.95 -
Pcitr_chr11:16167352-16165055  -            766 7941at71240          -            811  2.9e-120  401.9   1.6   6   6   5.6e-26     1e-24   85.8   0.0   616   783   593   765   590   766 0.93 -
Pcitr_chr11:1600117-1601982    -            622 7941at71240          -            811  6.1e-119  397.5   0.5   1   7   7.6e-16   1.4e-14   52.3   0.0   697   808    34   145    14   147 0.91 -
Pcitr_chr11:1600117-1601982    -            622 7941at71240          -            811  6.1e-119  397.5   0.5   2   7     6e-18   1.1e-16   59.2   0.0   703   796   110   203   106   205 0.97 -
Pcitr_chr11:1600117-1601982    -            622 7941at71240          -            811  6.1e-119  397.5   0.5   3   7   1.1e-18   2.1e-17   61.6   0.0   703   806   145   248   137   251 0.95 -
Pcitr_chr11:1600117-1601982    -            622 7941at71240          -            811  6.1e-119  397.5   0.5   4   7   1.7e-27   3.1e-26   90.8   0.0   648   804   192   351   191   357 0.94 -
