# BUSCO version is: 5.5.0 
# The lineage dataset is: eudicots_odb10 (Creation date: 2024-01-08, number of genomes: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
945at71240	Complete	scaffold_11:8358772-8336246	8358772	8336246	-	2810.7	1550	https://v10-1.orthodb.org/?query=945at71240	Proteasome activator Blm10, mid region
1064at71240	Complete	scaffold_7:10913529-10937772	10913529	10937772	+	2254.8	1465	https://v10-1.orthodb.org/?query=1064at71240	THO complex, subunitTHOC2, C-terminal
1065at71240	Duplicated	scaffold_4:22674753-22686686	22674753	22686686	+	1908.3	1403	https://v10-1.orthodb.org/?query=1065at71240	Autophagy-related, C-terminal
1065at71240	Duplicated	scaffold_6:25528412-25539266	25528412	25539266	+	1796.2	1370	https://v10-1.orthodb.org/?query=1065at71240	Autophagy-related, C-terminal
1115at71240	Complete	scaffold_10:1945197-1929250	1945197	1929250	-	2064.9	1505	https://v10-1.orthodb.org/?query=1115at71240	ARID DNA-binding domain
1147at71240	Complete	scaffold_4:11237135-11220957	11237135	11220957	-	2148.7	1461	https://v10-1.orthodb.org/?query=1147at71240	tRNA/rRNA methyltransferase, SpoU type
1158at71240	Complete	scaffold_3:30197349-30182722	30197349	30182722	-	2207.1	1489	https://v10-1.orthodb.org/?query=1158at71240	Zinc finger, RING-type
1159at71240	Complete	scaffold_4:14517106-14507260	14517106	14507260	-	1681.4	1431	https://v10-1.orthodb.org/?query=1159at71240	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
1162at71240	Complete	scaffold_6:3676874-3664343	3676874	3664343	-	2577.0	1517	https://v10-1.orthodb.org/?query=1162at71240	Mediator complex, subunit Med14
1185at71240	Complete	scaffold_4:20211210-20195084	20211210	20195084	-	1979.0	1276	https://v10-1.orthodb.org/?query=1185at71240	Zinc finger, PHD-type
1212at71240	Complete	scaffold_5:10310372-10341606	10310372	10341606	+	2322.4	1382	https://v10-1.orthodb.org/?query=1212at71240	Mon2, C-terminal
1291at71240	Complete	scaffold_2:13126759-13141181	13126759	13141181	+	2057.8	1360	https://v10-1.orthodb.org/?query=1291at71240	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
1308at71240	Complete	scaffold_4:27029722-27019732	27029722	27019732	-	2444.8	1206	https://v10-1.orthodb.org/?query=1308at71240	DNA2/NAM7 helicase, AAA domain
1357at71240	Complete	scaffold_6:15455346-15442308	15455346	15442308	-	2148.4	1323	https://v10-1.orthodb.org/?query=1357at71240	WD40-repeat-containing domain
1506at71240	Complete	scaffold_1:36955423-36966326	36955423	36966326	+	2298.1	1214	https://v10-1.orthodb.org/?query=1506at71240	WD40-repeat-containing domain
1526at71240	Complete	scaffold_1:33598427-33584665	33598427	33584665	-	2263.3	1143	https://v10-1.orthodb.org/?query=1526at71240	Nck-associated protein 1
1566at71240	Complete	scaffold_1:1124406-1105699	1124406	1105699	-	2264.7	1225	https://v10-1.orthodb.org/?query=1566at71240	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
1578at71240	Complete	scaffold_8:579497-597206	579497	597206	+	2288.9	1338	https://v10-1.orthodb.org/?query=1578at71240	SNF2-related, N-terminal domain
1589at71240	Complete	scaffold_4:6894059-6889024	6894059	6889024	-	2531.5	1201	https://v10-1.orthodb.org/?query=1589at71240	magnesium-chelatase subunit ChlH, chloroplastic
1604at71240	Complete	scaffold_96:145237-154694	145237	154694	+	1810.2	1080	https://v10-1.orthodb.org/?query=1604at71240	ATPase, AAA-type, conserved site
1674at71240	Complete	scaffold_6:32084937-32070891	32084937	32070891	-	1699.9	1188	https://v10-1.orthodb.org/?query=1674at71240	Nuclear pore complex protein NUP160
1722at71240	Complete	scaffold_5:14302146-14310936	14302146	14310936	+	1800.9	1058	https://v10-1.orthodb.org/?query=1722at71240	FAD-dependent oxidoreductase 2, FAD binding domain
1950at71240	Complete	scaffold_1:34424644-34451758	34424644	34451758	+	2050.5	1270	https://v10-1.orthodb.org/?query=1950at71240	Dicer dimerisation domain
2018at71240	Duplicated	scaffold_10:2147916-2139903	2147916	2139903	-	1646.7	1080	https://v10-1.orthodb.org/?query=2018at71240	WD40 repeat
2018at71240	Duplicated	scaffold_5:6148613-6141502	6148613	6141502	-	1580.3	1086	https://v10-1.orthodb.org/?query=2018at71240	WD40 repeat
2045at71240	Complete	scaffold_6:19666392-19647120	19666392	19647120	-	2162.9	1108	https://v10-1.orthodb.org/?query=2045at71240	Cytoplasmic FMR1-interacting
2065at71240	Complete	scaffold_9:5921562-5932044	5921562	5932044	+	1921.4	1126	https://v10-1.orthodb.org/?query=2065at71240	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
2073at71240	Complete	scaffold_3:37647279-37661230	37647279	37661230	+	2171.3	1483	https://v10-1.orthodb.org/?query=2073at71240	Armadillo-type fold
2143at71240	Complete	scaffold_1:37966476-37970653	37966476	37970653	+	1789.7	1154	https://v10-1.orthodb.org/?query=2143at71240	Sec7 domain
2268at71240	Complete	scaffold_10:728240-733333	728240	733333	+	2216.7	1228	https://v10-1.orthodb.org/?query=2268at71240	Pentatricopeptide repeat
2327at71240	Complete	scaffold_12:5870012-5881523	5870012	5881523	+	1771.6	1036	https://v10-1.orthodb.org/?query=2327at71240	Polymerase, nucleotidyl transferase domain
2360at71240	Complete	scaffold_5:12009225-12003028	12009225	12003028	-	1892.3	1119	https://v10-1.orthodb.org/?query=2360at71240	Elongator complex protein 1
2395at71240	Complete	scaffold_6:29799531-29789752	29799531	29789752	-	2222.1	1306	https://v10-1.orthodb.org/?query=2395at71240	WD40 repeat
2400at71240	Complete	scaffold_5:7647868-7654872	7647868	7654872	+	1568.5	978	https://v10-1.orthodb.org/?query=2400at71240	Nucleoporin, Nup133/Nup155-like, C-terminal
2421at71240	Complete	scaffold_6:28365168-28374806	28365168	28374806	+	1976.3	1025	https://v10-1.orthodb.org/?query=2421at71240	TRAPP II complex, Trs120
2430at71240	Duplicated	scaffold_2:14288704-14308314	14288704	14308314	+	1963.5	1234	https://v10-1.orthodb.org/?query=2430at71240	Four-carbon acid sugar kinase, N-terminal domain
2430at71240	Duplicated	scaffold_6:32395962-32373428	32395962	32373428	-	1992.7	1247	https://v10-1.orthodb.org/?query=2430at71240	Four-carbon acid sugar kinase, N-terminal domain
2474at71240	Duplicated	scaffold_4:17065489-17059115	17065489	17059115	-	1664.7	910	https://v10-1.orthodb.org/?query=2474at71240	SPRY domain
2474at71240	Duplicated	scaffold_5:11661015-11652733	11661015	11652733	-	1809.3	1071	https://v10-1.orthodb.org/?query=2474at71240	SPRY domain
2499at71240	Complete	scaffold_5:24708319-24733215	24708319	24733215	+	1883.6	1090	https://v10-1.orthodb.org/?query=2499at71240	DNA ligase
2529at71240	Duplicated	scaffold_10:13944626-13957239	13944626	13957239	+	1778.4	1054	https://v10-1.orthodb.org/?query=2529at71240	Protein kinase domain
2529at71240	Duplicated	scaffold_12:435219-424792	435219	424792	-	1764.4	1054	https://v10-1.orthodb.org/?query=2529at71240	Protein kinase domain
2529at71240	Duplicated	scaffold_16:3274097-3292135	3274097	3292135	+	1683.8	1053	https://v10-1.orthodb.org/?query=2529at71240	Protein kinase domain
2529at71240	Duplicated	scaffold_18:586183-575777	586183	575777	-	1757.2	1054	https://v10-1.orthodb.org/?query=2529at71240	Protein kinase domain
2529at71240	Duplicated	scaffold_9:24094688-24105120	24094688	24105120	+	1763.7	1053	https://v10-1.orthodb.org/?query=2529at71240	Protein kinase domain
2585at71240	Complete	scaffold_10:16887573-16877840	16887573	16877840	-	1693.2	1059	https://v10-1.orthodb.org/?query=2585at71240	Tetratricopeptide-like helical
2753at71240	Complete	scaffold_4:9015619-9029282	9015619	9029282	+	2041.8	1221	https://v10-1.orthodb.org/?query=2753at71240	ABC transporter type 1, transmembrane domain
2869at71240	Complete	scaffold_14:1336380-1331844	1336380	1331844	-	1478.6	899	https://v10-1.orthodb.org/?query=2869at71240	WD40 repeat
2873at71240	Complete	scaffold_6:19937090-19920878	19937090	19920878	-	1837.6	1115	https://v10-1.orthodb.org/?query=2873at71240	SNF2-related, N-terminal domain
2884at71240	Complete	scaffold_7:28731307-28743083	28731307	28743083	+	1537.8	1058	https://v10-1.orthodb.org/?query=2884at71240	Tetratricopeptide repeat
2954at71240	Complete	scaffold_8:23797370-23813766	23797370	23813766	+	1901.6	1061	https://v10-1.orthodb.org/?query=2954at71240	ATP-dependent RNA helicase Ski2, C-terminal
2956at71240	Complete	scaffold_13:6485584-6480946	6485584	6480946	-	2182.2	1183	https://v10-1.orthodb.org/?query=2956at71240	Leucine-rich repeat
2984at71240	Complete	scaffold_8:21330127-21318506	21330127	21318506	-	1541.4	1035	https://v10-1.orthodb.org/?query=2984at71240	Symplekin/Pta1, N-terminal
3053at71240	Complete	scaffold_8:12847219-12843431	12847219	12843431	-	2344.7	1130	https://v10-1.orthodb.org/?query=3053at71240	Hydantoinase A/oxoprolinase
3069at71240	Complete	scaffold_3:21333647-21328041	21333647	21328041	-	1750.0	946	https://v10-1.orthodb.org/?query=3069at71240	Glycoside hydrolase family 38, central domain
3142at71240	Complete	scaffold_4:26620373-26614467	26620373	26614467	-	1854.1	1085	https://v10-1.orthodb.org/?query=3142at71240	SNF2-related, N-terminal domain
3157at71240	Complete	scaffold_9:9512839-9524909	9512839	9524909	+	1402.7	1101	https://v10-1.orthodb.org/?query=3157at71240	Abnormal spindle-like microcephaly-associated protein
3166at71240	Duplicated	scaffold_3:33127806-33133929	33127806	33133929	+	2161.1	1018	https://v10-1.orthodb.org/?query=3166at71240	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain
3166at71240	Duplicated	scaffold_8:24717276-24723459	24717276	24723459	+	2120.6	1018	https://v10-1.orthodb.org/?query=3166at71240	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain
3221at71240	Complete	scaffold_6:29206648-29216696	29206648	29216696	+	1185.2	718	https://v10-1.orthodb.org/?query=3221at71240	SNF2-related, N-terminal domain
3382at71240	Complete	scaffold_5:9273472-9286334	9273472	9286334	+	1799.6	964	https://v10-1.orthodb.org/?query=3382at71240	Glycoside hydrolase family 2, catalytic domain
3391at71240	Duplicated	scaffold_3:206101-217782	206101	217782	+	2140.5	1104	https://v10-1.orthodb.org/?query=3391at71240	TATA-binding protein interacting (TIP20)
3391at71240	Duplicated	scaffold_7:2001544-1989613	2001544	1989613	-	2093.0	1116	https://v10-1.orthodb.org/?query=3391at71240	TATA-binding protein interacting (TIP20)
3447at71240	Complete	scaffold_8:14895414-14892094	14895414	14892094	-	1619.3	941	https://v10-1.orthodb.org/?query=3447at71240	Pentatricopeptide repeat
3471at71240	Complete	scaffold_5:5478305-5491609	5478305	5491609	+	1853.1	930	https://v10-1.orthodb.org/?query=3471at71240	P-type ATPase
3475at71240	Complete	scaffold_2:25362166-25370887	25362166	25370887	+	1752.9	1036	https://v10-1.orthodb.org/?query=3475at71240	DNA mismatch repair protein MutS, core
3500at71240	Duplicated	scaffold_266:24662-33607	24662	33607	+	1578.3	989	https://v10-1.orthodb.org/?query=3500at71240	Tetratricopeptide repeat
3500at71240	Duplicated	scaffold_4:13504888-13495943	13504888	13495943	-	1578.3	989	https://v10-1.orthodb.org/?query=3500at71240	Tetratricopeptide repeat
3501at71240	Duplicated	scaffold_42:753451-741361	753451	741361	-	1639.2	963	https://v10-1.orthodb.org/?query=3501at71240	Carbohydrate binding module family 20
3501at71240	Duplicated	scaffold_60:458904-446812	458904	446812	-	1568.6	961	https://v10-1.orthodb.org/?query=3501at71240	Carbohydrate binding module family 20
3501at71240	Duplicated	scaffold_9:14601833-14613489	14601833	14613489	+	1641.3	933	https://v10-1.orthodb.org/?query=3501at71240	Carbohydrate binding module family 20
3595at71240	Complete	scaffold_5:1775863-1788457	1775863	1788457	+	1442.3	1056	https://v10-1.orthodb.org/?query=3595at71240	RNA polymerase II-associated protein 1, C-terminal
3633at71240	Duplicated	scaffold_6:6796255-6814362	6796255	6814362	+	1857.2	1051	https://v10-1.orthodb.org/?query=3633at71240	Tubulin-folding cofactor D
3633at71240	Duplicated	scaffold_7:22891730-22875589	22891730	22875589	-	1852.6	1051	https://v10-1.orthodb.org/?query=3633at71240	Tubulin-folding cofactor D
3639at71240	Complete	scaffold_7:26319721-26326170	26319721	26326170	+	1348.8	939	https://v10-1.orthodb.org/?query=3639at71240	Condensin-2 complex subunit G2
3732at71240	Complete	scaffold_5:24499671-24516217	24499671	24516217	+	1183.2	874	https://v10-1.orthodb.org/?query=3732at71240	Armadillo-type fold
3734at71240	Complete	scaffold_2:14987119-15019554	14987119	15019554	+	1770.4	1028	https://v10-1.orthodb.org/?query=3734at71240	Transcription initiation factor TFIID subunit 2
3767at71240	Complete	scaffold_1:34569678-34564380	34569678	34564380	-	1475.3	900	https://v10-1.orthodb.org/?query=3767at71240	RNA-dependent RNA polymerase
3870at71240	Complete	scaffold_4:3921676-3911633	3921676	3911633	-	1577.5	942	https://v10-1.orthodb.org/?query=3870at71240	HECT domain
3884at71240	Duplicated	scaffold_10:8982074-8970793	8982074	8970793	-	1874.7	1026	https://v10-1.orthodb.org/?query=3884at71240	Tyrosine-protein kinase ephrin type A/B receptor-like
3884at71240	Duplicated	scaffold_4:11574407-11560348	11574407	11560348	-	1945.0	1111	https://v10-1.orthodb.org/?query=3884at71240	Tyrosine-protein kinase ephrin type A/B receptor-like
3897at71240	Complete	scaffold_4:13415961-13404959	13415961	13404959	-	1802.2	961	https://v10-1.orthodb.org/?query=3897at71240	Peptidase M16, C-terminal
3930at71240	Complete	scaffold_8:16006146-15997845	16006146	15997845	-	1417.4	1038	https://v10-1.orthodb.org/?query=3930at71240	Kinesin motor domain
3966at71240	Complete	scaffold_3:37094254-37087864	37094254	37087864	-	1983.2	1003	https://v10-1.orthodb.org/?query=3966at71240	Protein TPLATE
3978at71240	Complete	scaffold_6:13746351-13755280	13746351	13755280	+	1604.0	974	https://v10-1.orthodb.org/?query=3978at71240	Trafficking protein particle complex subunit 11
4043at71240	Duplicated	scaffold_1:33181534-33166143	33181534	33166143	-	1873.3	977	https://v10-1.orthodb.org/?query=4043at71240	SH3 domain
4043at71240	Duplicated	scaffold_2:17498082-17518220	17498082	17518220	+	1801.5	977	https://v10-1.orthodb.org/?query=4043at71240	SH3 domain
4088at71240	Complete	scaffold_2:24990397-24980467	24990397	24980467	-	1493.3	984	https://v10-1.orthodb.org/?query=4088at71240	WD40 repeat
4227at71240	Complete	scaffold_6:19953306-19968046	19953306	19968046	+	1483.6	951	https://v10-1.orthodb.org/?query=4227at71240	Peptidase M41
4302at71240	Complete	scaffold_4:17378360-17386920	17378360	17386920	+	1344.1	847	https://v10-1.orthodb.org/?query=4302at71240	AP-3 complex subunit beta
4325at71240	Complete	scaffold_2:14048189-14034940	14048189	14034940	-	1457.0	896	https://v10-1.orthodb.org/?query=4325at71240	Helicase, C-terminal
4403at71240	Missing
4425at71240	Complete	scaffold_4:869772-856687	869772	856687	-	1549.7	904	https://v10-1.orthodb.org/?query=4425at71240	Nuclear pore protein 84/107
4609at71240	Missing
4757at71240	Complete	scaffold_2:19155792-19162925	19155792	19162925	+	1088.6	644	https://v10-1.orthodb.org/?query=4757at71240	Protein kinase domain
4778at71240	Complete	scaffold_1:37322827-37314309	37322827	37314309	-	1532.7	866	https://v10-1.orthodb.org/?query=4778at71240	PPM-type phosphatase domain
4807at71240	Complete	scaffold_6:24704523-24695461	24704523	24695461	-	1410.3	883	https://v10-1.orthodb.org/?query=4807at71240	Nrap protein, domain 4
4838at71240	Duplicated	scaffold_1:33656600-33670421	33656600	33670421	+	1889.5	982	https://v10-1.orthodb.org/?query=4838at71240	MIF4G-like domain superfamily
4838at71240	Duplicated	scaffold_2:16714740-16700528	16714740	16700528	-	1788.5	982	https://v10-1.orthodb.org/?query=4838at71240	MIF4G-like domain superfamily
4907at71240	Complete	scaffold_2:14759624-14739120	14759624	14739120	-	1171.5	747	https://v10-1.orthodb.org/?query=4907at71240	SNF2-related, N-terminal domain
4918at71240	Complete	scaffold_494:30980-25294	30980	25294	-	1076.1	796	https://v10-1.orthodb.org/?query=4918at71240	BRCT domain
4933at71240	Duplicated	scaffold_12:2917147-2938755	2917147	2938755	+	1808.2	964	https://v10-1.orthodb.org/?query=4933at71240	DNA mismatch repair protein MutS, C-terminal
4933at71240	Duplicated	scaffold_9:18915783-18898588	18915783	18898588	-	1736.0	954	https://v10-1.orthodb.org/?query=4933at71240	DNA mismatch repair protein MutS, C-terminal
4933at71240	Duplicated	scaffold_9:19203782-19183364	19203782	19183364	-	1735.2	972	https://v10-1.orthodb.org/?query=4933at71240	DNA mismatch repair protein MutS, C-terminal
5096at71240	Missing
5171at71240	Duplicated	scaffold_1:2109657-2115533	2109657	2115533	+	1613.0	957	https://v10-1.orthodb.org/?query=5171at71240	SNF2-related, N-terminal domain
5171at71240	Duplicated	scaffold_1:2286445-2292314	2286445	2292314	+	1614.6	959	https://v10-1.orthodb.org/?query=5171at71240	SNF2-related, N-terminal domain
5180at71240	Complete	scaffold_4:13361827-13368641	13361827	13368641	+	832.7	684	https://v10-1.orthodb.org/?query=5180at71240	SET domain
5218at71240	Complete	scaffold_1:39163627-39158792	39163627	39158792	-	1799.9	865	https://v10-1.orthodb.org/?query=5218at71240	Translation elongation factor EFG/EF2, domain IV
5269at71240	Complete	scaffold_9:13807442-13862633	13807442	13862633	+	1518.2	899	https://v10-1.orthodb.org/?query=5269at71240	Glycine-tRNA ligase, alpha subunit
5369at71240	Fragmented	scaffold_1:27801753-27804533	27801753	27804533	+	903.1	621	https://v10-1.orthodb.org/?query=5369at71240	Pentatricopeptide repeat
5402at71240	Complete	scaffold_2:25270971-25261413	25270971	25261413	-	1761.5	1045	https://v10-1.orthodb.org/?query=5402at71240	Carbohydrate-binding-like fold
5406at71240	Complete	scaffold_2:24833106-24813949	24833106	24813949	-	1328.8	681	https://v10-1.orthodb.org/?query=5406at71240	SecA, preprotein cross-linking domain
5407at71240	Complete	scaffold_12:8399925-8423137	8399925	8423137	+	1370.9	757	https://v10-1.orthodb.org/?query=5407at71240	Aminoacyl-tRNA synthetase, class Ia
5427at71240	Complete	scaffold_8:15993994-15997068	15993994	15997068	+	1591.0	880	https://v10-1.orthodb.org/?query=5427at71240	Elongation factor EFG, domain V-like
5504at71240	Complete	scaffold_6:15946865-15953450	15946865	15953450	+	1675.1	900	https://v10-1.orthodb.org/?query=5504at71240	GHMP kinase, C-terminal domain
5623at71240	Complete	scaffold_7:28429152-28401348	28429152	28401348	-	1626.9	851	https://v10-1.orthodb.org/?query=5623at71240	NHL repeat
5633at71240	Complete	scaffold_8:19795244-19785596	19795244	19785596	-	1196.8	932	https://v10-1.orthodb.org/?query=5633at71240	XPG/Rad2 endonuclease
5653at71240	Complete	scaffold_3:25123788-25134544	25123788	25134544	+	1633.3	919	https://v10-1.orthodb.org/?query=5653at71240	Tetratricopeptide repeat
5656at71240	Complete	scaffold_3:28770994-28774176	28770994	28774176	+	1291.6	826	https://v10-1.orthodb.org/?query=5656at71240	Protein of unknown function DUF2921
5663at71240	Complete	scaffold_5:22145276-22116268	22145276	22116268	-	1733.3	882	https://v10-1.orthodb.org/?query=5663at71240	Aminoacyl-tRNA synthetase, class Ia
5687at71240	Complete	scaffold_110:97257-105275	97257	105275	+	1266.0	1048	https://v10-1.orthodb.org/?query=5687at71240	Zinc finger, RING-type
5699at71240	Complete	scaffold_5:6347948-6360669	6347948	6360669	+	1619.8	837	https://v10-1.orthodb.org/?query=5699at71240	Pep3/Vps18/deep orange
5730at71240	Missing
5943at71240	Complete	scaffold_4:6978381-6989955	6978381	6989955	+	1034.6	818	https://v10-1.orthodb.org/?query=5943at71240	Uncharacterised domain NUC173
6058at71240	Complete	scaffold_2:8135358-8128036	8135358	8128036	-	1674.2	991	https://v10-1.orthodb.org/?query=6058at71240	ATPase, AAA-type, conserved site
6130at71240	Complete	scaffold_10:4811750-4822734	4811750	4822734	+	1075.3	830	https://v10-1.orthodb.org/?query=6130at71240	BTB/POZ domain
6146at71240	Complete	scaffold_10:5305198-5296161	5305198	5296161	-	1522.0	1045	https://v10-1.orthodb.org/?query=6146at71240	Armadillo-type fold
6220at71240	Complete	scaffold_6:20014866-20052480	20014866	20052480	+	1716.8	1012	https://v10-1.orthodb.org/?query=6220at71240	Exportin-1, C-terminal
6428at71240	Complete	scaffold_4:9340692-9334834	9340692	9334834	-	1394.6	841	https://v10-1.orthodb.org/?query=6428at71240	Peptidase S59, nucleoporin
6441at71240	Complete	scaffold_9:7674358-7687169	7674358	7687169	+	1448.1	947	https://v10-1.orthodb.org/?query=6441at71240	Kinesin motor domain
6442at71240	Complete	scaffold_4:28435179-28424222	28435179	28424222	-	971.4	795	https://v10-1.orthodb.org/?query=6442at71240	Telomerase reverse transcriptase
6496at71240	Complete	scaffold_2:16438928-16465349	16438928	16465349	+	1319.7	831	https://v10-1.orthodb.org/?query=6496at71240	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
6528at71240	Complete	scaffold_1:37956619-37966068	37956619	37966068	+	1215.9	757	https://v10-1.orthodb.org/?query=6528at71240	DNA mismatch repair protein MutS, core
6543at71240	Missing
6642at71240	Complete	scaffold_2:38285861-38256894	38285861	38256894	-	1404.4	850	https://v10-1.orthodb.org/?query=6642at71240	Exportin-1/Importin-beta-like
6650at71240	Complete	scaffold_8:19131740-19147927	19131740	19147927	+	807.8	705	https://v10-1.orthodb.org/?query=6650at71240	DDT domain
6688at71240	Complete	scaffold_11:1190209-1181459	1190209	1181459	-	1453.0	809	https://v10-1.orthodb.org/?query=6688at71240	Glycoside hydrolase, family 77
6689at71240	Complete	scaffold_5:10863357-10854598	10863357	10854598	-	1410.3	779	https://v10-1.orthodb.org/?query=6689at71240	Alpha-1,6-glucosidases, pullulanase-type
6786at71240	Missing
6800at71240	Duplicated	scaffold_4:5339005-5351360	5339005	5351360	+	1492.7	1007	https://v10-1.orthodb.org/?query=6800at71240	TRAPP II complex, Trs120
6800at71240	Duplicated	scaffold_9:5548489-5560096	5548489	5560096	+	1541.5	1035	https://v10-1.orthodb.org/?query=6800at71240	TRAPP II complex, Trs120
6862at71240	Complete	scaffold_2:16358763-16343864	16358763	16343864	-	1333.4	884	https://v10-1.orthodb.org/?query=6862at71240	Peroxisome biogenesis factor 1, N-terminal, psi beta-barrel fold
6890at71240	Complete	scaffold_3:32394955-32397708	32394955	32397708	+	1109.4	783	https://v10-1.orthodb.org/?query=6890at71240	Pentatricopeptide repeat
6952at71240	Complete	scaffold_8:15827754-15842353	15827754	15842353	+	1576.6	801	https://v10-1.orthodb.org/?query=6952at71240	Aminoacyl-tRNA synthetase, class Ia
6976at71240	Complete	scaffold_6:30941874-30937225	30941874	30937225	-	1404.6	754	https://v10-1.orthodb.org/?query=6976at71240	WD40/YVTN repeat-like-containing domain superfamily
7026at71240	Complete	scaffold_7:26107585-26093846	26107585	26093846	-	1373.6	912	https://v10-1.orthodb.org/?query=7026at71240	Tetratricopeptide repeat
